 DÉCADA 1990-1999,,,,,,,,,,,,
,,,DESCRIPTORES,,,ESTRUCTURA INTERNA,,,,,,
MXIM-AV-1-11-29,Consulta nacional,,"Subcomandante Marcos, Absalón Castellanos, Samuel Ruiz, Ofelia Medina, Demián Bichir, María Rojo, Héctor Bonilla, Ana Colchero, Bruno Bichir, Leticia Huijara, Jesús Ochoa, Nayely Nesme, Odiseo Bichir, Arcelia Ramirez, Martín Altomaro, Lisset, Alejandro Bichir, Sofía Álvarez, Noemí Mondragón, Ana de Alba, Evelyn Solares, Eugenia Leñero","México: Chiapas: San Cristóbal de las Casas, Aguascalientes, san Miguel, San Andrés Larráinzar. Ciudad de México: reforma, zócalo.","10 enero, 15 febrero, agosto de 1994, enero, 9 de febrero, 27 agosto, 13 de septiembre de 1995, 1 enero, octubre de 1996, marzo, septiembre, 22 diciembre de 1997, enero 1998, 10 y 20 abril 1995, 2 septiembre, 10 diciembre de 1996, 20-22 noviembre de 1998, 21 marzo de 1999.",Película documental,,"Narración off, conducción, animación, grabación de campo, música de época","Narración off, conducción, animación, gráficos, puesta en escena",,VHS,
MXIM-AV-1-11-30,Copperwork in Santa Clara del Cobre. Artisans facing change,"Santa Clara del Cobre es actualmente un centro de producción de artesanías en cobre, que produce estos utensilios golpeando el material para darle forma tal como lo hacían en tiempos coloniales. En los cuarenta la expansión de la industria incluyó platos y ornamentos para los habitantes del pueblo. Guadalupe Lucas demuestra cómo se hace una olla, Pablo Pureco la hechura del plato y Etelberto Ramírez hace floreros. En entrevistas explican el desarrollo de su artesanía y los problemas a los que se enfrentan.",,,,Película documental,,"Pinturas, grabación de campo, música de época","Narración off, conducción, animación, gráficos, puesta en escena",,VHS,
MXIM-AV-1-11-31,Cuando la rumba nos conoció,"En un entorno pobre y a pesar de las carencias, la rumba eleva a los cubanos a momentos estéticos sublimes en el ejercicio de su derecho al gozo. En el video se rehúyen las versiones comerciales e idealizadas de la rumba, y se busca en los barrios, entre negros, blancos y mulatos, una version menos glamorosa, pero de fuerte raigambre popular.",,"la Habana, Cuba, San Antonio de los Baños, Barrio El Cerro",1998,Película documental,,"Ficción, dibujos, grabación de campo, música de época","Narración en off, conducción",,VHS,
MXIM-AV-1-11-32,Cuando yo nací como persona," Una historia del proceso de transformación personal de mujeres que han desarrollado un trabajo comunitario en proyectos de educación infantil popular, desde donde han transitado un camino de reencuentro con ellas mismas y en el que han creado alternativas diferentes de hacer, pensar y vivirse desde lo cotidiano. ",,,,Película documental,,"Ficción, dibujos, grabación de campo, música de época, testimonios videorales, fotografías","Narración off, conducción, animación, gráficos, puesta en escena",,VHS,
MXIM-AV-1-11-33,"Cuatro rayas, un pueblo organizado","Este programa muestra la manera en que Cuatro Rayas, ubicado en la mixteca poblana, organiza a sus habitantes para extraer el limo de una presa utilizada para la irrigación de sus cultivos. El proyecto comunitario, con apoyo del gobierno, benefició a 150 familias y rehabilitó grandes extensiones de tierra cultivable afectadas por la erosión, creando así alternativas productivas que evitan la migración de sus habitantes.",,,,Película documental,,"Pinturas, grabación de campo, música de época","Narración off, conducción, animación, gráficos, puesta en escena",,VHS,
MXIM-AV-1-11-34,Cuentos para una soledad desvelada,,"Subcomandante Marcos, Ernesto ""Che"" Guevara, emiliano Zapata","Chiapas: San Andrés, Nuevo Guadalupe Tepeyac","1916, 1994, 1995, 1998",Película documental,,"Fotografías, registros fílmicos, grabación de campo, música de época","Narración off, conducción, animación, gráficos, puesta en escena",,,
MXIM-AV-1-11-35,"Weavers in Auiran. Michoacán, Mexico","Ahuiran ésta localizado en la zona purépecha del Estado de Michoacán. La gente vive de las granjas y de la industria del tejido, trabajando la lana. Los pobladores algunas veces también trabajan en la fábrica de zapatos del lugar. Las mujeres diariamente están totalmente ocupadas en el trabajo del hogar. Al principio del siglo las mujeres de Ahuiran tomaron el control del tejido de rebozos hechos para mujeres en Paracho. Los problemas económicos de las mujeres han producido que se incremente la producción de rebozos hechos con acrílico barato. El filme muestra a las mujeres durante su trabajo de tejido.",,,,Película documental,,"Registros fonográficos, entrevistas, grabación de campo, testimonios orales ","Narración off, conducción, animación, gráficos, puesta en escena",,VHS,
MXIM-AV-1-11-36,De wereld rond met pathé 1910-1915,"Una extraordinaria recopilación fílmica realizada por el holandés Peter Delpeut para Filmmuseum del acervo cinematográfico mudo de principios del siglo XX en su país. Dicha recopilación contiene registros fílmicos realizados en países como la India, Francia, Rusia, Japón, etc.como parte de un gran esfuerzo de innovación e investigación cinematográfica que nos permite visualizar los primeros atisbos de la cultura cinematográfica internacional, con una perspectiva europea sobre el mundo.",,,,Película documental,,"Ficción, registros fílmicos, registros fonográficos","Narración off, conducción, animación, gráficos, puesta en escena",,VHS,
MXIM-AV-1-11-37,Del olvido al no me acuerdo,"Es la evocación de un viaje a través del recuerdo, encuentro de personajes entrañables que relatan sus viejos amores, sus fantasías y sus pasiones, de abuelos del Sur de Jalisco, México","Justo Peralta, Rebeca Jiménez, Jesús Ramírez, Juan José Arreola, Manuel Cosío, Clara Aparicio de Rulf, Jaime Sabines, Juan Michel (él mismo) Aurora Arámbula, Eloísa Partida, Cirilo Gallardo, Consuelo Reyes, Víctor Parra, Matías Pérez Rulfo Don Alberto ""El triste"", Los Maclovios ",,,Película documental,,"Documentales, grabación de campo, música de época","Narración off, conducción, animación, gráficos, puesta en escena",,,"Material extra: subtitulos, audio, características especiales (Notas del director , trailer, making of, personajes, bonus track"
MXIM-AV-1-11-38,Destination Samoa. New Zealand-Samoans between two cultures,"La gran ciudad Auckland en Nueva Zelanda es casa de 85,000 samoanos y algunos otros originarios de las islas del pacifico. De muchos de ellos Nueva Zelanda (Aotearoa) es su lugar de nacimiento, otros han migrado con sus familias desde pequeños o cuando eran jóvenes. Algunos de ellos como pueden han alcanzado un mejor estatus social adaptándose a la sociedad. Pero no importando si son pobres o tienen un mejor nivel de vida todos ellos tienen en común el mismo conflicto de identidad que los liga a sus raíces culturales del Pacífico Oeste. En el filme se ve a Tyrone y Michael, dos samoanos conociendo otro tipo de trabajo y de ocio en sus tiempos libres y confontando sus expectativas. ",,,,Película documental,,"Ficción, registros fílmicos, registros fonográficos, entrevistas","Narración off, conducción, animación, gráficos, puesta en escena",,VHS,
MXIM-AV-1-11-39,Días de albergue,"La educación indígena es una de las demandas apremiantes en nuestro país que se ha tratado de atender por medio de escuelas rurales y albergues indígenas. El documental es un recorrido a través de una jornada de actividades escolares desarrolladas en estos, muestra las tareas cotidianas de los niños y las dificultades que enfrentan maestros y padres de familia en el funcionamiento de los albergues.",,,,Película documental,,"Ficción, registros fílmicos, registros fonográficos","Narración off, conducción, animación, gráficos, puesta en escena",,VHS,
MXIM-AV-1-11-40,Die mauer,Esta película documental realizado por el director y artista pintor Jürgen b¨ttcher da una imagen de múltiples facetas de esta construcción simbólica de la Guerra Fría en el momento mismo de su s desmembramiento. Los eventos celebrados del invierno de 1989-1990 se presenciaron en importantes lugares de origen en el centro de Berlín . Además el director combina material documental histórico con técnicas de proyección de cine fascinantes para traer vida a la historia alemana del siglo 20 ,"Richard Bleistone, ",Alemania: Berlín: Puerta de Brandenburg. Münster. Bönen.  Hannover,"1989, 1990",Película documental,,"Testimonios videorales, registros fílmicos, grabación de campo, música de época","Narración off, conducción, animación, gráficos",,,
MXIM-AV-1-11-41,Diva Dolorosa ,"En otra de sus cortometrajes collage de "" found footage "" rescatado de envejecimiento de cine mudo , el cineasta holandés Peter Delpeut rinde homenaje a olvidados actrices de cine italianos que celebran la filosofía llamativo del fin de siglo en una serie de imágenes que abarcan 1913-1920 . Diva Dolorosa es el nombre de la ""diva dolorosa , "" una mujer independiente mente de la pasión que era la heroína de Negro Romanticismo , un movimiento artístico que se preocupa por las contradicciones irónicos de la humanidad . Ellos creían que no había vida sin muerte , no hay belleza sin fealdad , y ninguna pasión ardiente que no sería finalmente quedarse sin combustible . http://www.dvdtalk.com/reviews/32530/diva-dolorosa/","Francesca Bertini, Lyda Borelli, Soava Gallone, Helena Makowska, Pina Menichelli",Italia,1913-1920,Película documental,Found Footage,"Registros fílmicos, grabación de campo, música de época","Narración off, conducción, animación, gráficos",,,
MXIM-AV-1-11-42,Ecología y grupos étnicos,"Ésta cápsula se exhibió dentro de Europalia '93 para mostrar la destrucción de ecosistemas y la manera en que se han alterado algunos hábitats y recursos materiales de algunas comunidades indígenas modificando también sus tradiciones y culturas. ""Documental sobre el trabajo realizado por un grupo indígena en torno a la deforestación provocada por la tala inmoderada de los bosques en los que habitan. Se anteponen valores culturales al reflexionar sobre estos daños ocasionados al medio ambiente, referentes a sus tradiciones de salvaguarda del mismo, y en el que buscan también obtener algún tipo de beneficio económico.""",,,,Película documental,,"Registros fílmicos, grabación de campo, música de época, entrevistas","Narración off, conducción, animación, gráficos",,VHS,
MXIM-AV-1-11-43,Efemérides latinoamericanas,"Pequeñas capsulas que muestran la historia y los diversos procesos históricos de algunos países de América Latina (Cuba, El Salvador, Colombia, Chile, Nicaragua). En ellas se conocerán los sucesos y protagonistas que modificaron el desarrollo de esos pueblos.",,,,Película documental,,"Ficción, fotografía, pinturas, grabados, hemerografía, cartografía, animación, videoclips, registros fonográficos","Narración off, conducción, animación, gráficos",,VHS,
MXIM-AV-1-11-44,El buen restaurador ama lo antiguo. Testimonio del arquitecto Ricardo de Robina,"Testimonio de un visionario que entendió la restauración como una especialidad profesional, abocada a mantener vivos los monumentos del pasado sin borrar la impronta de la modernidad. ""El buen restaurador ama lo antiguo. Pero yo le pondría otra condición: debe ser buen arquitecto. Un individuo que no es buen arquitecto no puede entender la arquitectura del pasado y mucho menos restaurarla"". Ricardo de Robina.",Ricardo de Robina,"Coatlinchan, Ciudad de México, España, Yucatán, Campeche",1940-1990,Película documental,,"Ficción, fotografía, pinturas, grabados, hemerografía, cartografía, animación, videoclips, registros fonográficos","Entrevista, grabación de campo, animación, testimonios orales, testimonios videorales",,VHS,
MXIM-AV-1-11-45,"Adolfo Ruiz Cortines, el apogeo del sistema","El sexenio de Adolfo Ruiz Cortines marcó el pináculo del sistema corporativista de partido único. El Ruiz Cortines público, serio, patriarcal, solemnemente patriótico, fue la imagen del sistema que funcionaba suavemente. Sus visitas a los mercados de barrio, para comprobar el precio y el peso correcto de las tortillas, se convirtieron en leyenda. Al final de su sexenio, la intranquilidad laboral y los albores de los años sesenta permitían imaginar las posteriores fracturas del sistema.","Entique Krauze, Adolfo Ruiz Cortines, Miguel Alemán, David Vargas Bravo, Gilberto Flores Muñoz, Antonio Carrillo Flores, Juan José Rodríguez Prats, Luis Buñuel, Faustino Mayo, Ernesto P. Urruchurto, Antonio Ortiz Mena, Othón Salazar, Margarita García Flores, Antonio Mena Brito, Alejandro Galindo, Manuel Ávila Camacho, Emilio Fernández, Enrique Guzmán, Jacinto Treviño, Vicente Lombrado Toledano, Hesiquio Aguilar, David Vargas Bravo, Adolfo López Mateos, Alfonso Corona Blake, encarnación Pérez, Gustavo Díaz Ordaz, Demetrio Vallejo, Nabor Carrillo, Lázaro Cárdenas, Fidel Castro, Luis H. Álvarez,Humberto Romero, Abel Quezad, Agustín Arriaga Rivera, ","México: Veracruz, Ciudad de México: Reforma, zócalo, Eje Central, Chiapas, Chihuahua. Corea.","1952, 1954, 1956, 1957, 1958",Película documental,,"Fotografías, pinturas, registros fílmicos, noticieros fílmicos, testimonios videorales, dibujos, documentos, testimonios orales, música de época, entrevistas, peliculas de ficción, hemerografía, grabación de campo","Narración off, conducción, puesta en escena, animación",,,
MXIM-AV-1-11-46,Nuestra capital hace medio siglo,,"Luis Pérez Vaca, Delfino Morales, Francisco Gutierréz, Victoria Roldán, María Concepción Picasso, Wadah Bulhosen, Carlos Monsiváis, Miguel alemán, León Trotski, Alberto Ávila, Lázaro Cárdenas","México: Veracruz: Ciudad de México: Tacuba, Tepito, Polanco, Monumentos a la Revolución, Bellas Artes, colonia Roma, colonia Condesa, calzada de Tlalpan, multifamiliar Miguel Alemán, Reforma, Catedral, Ciudad Universitaria, Ángel de la Independencia. España: Asturias, Galicia, Santander.","1945, 1930, 1950, 1957, 1940, 1938-1940, 1934.",Pelicula documental,,"Hemerografía, fotografías, testimonios videorales, registros fílmicos, registros videográficos, programas de TV, documentos, fotografía, ficción","Narración en off, incidentales, conducción",,,
MXIM-AV-1-11-47,"El Petén, Guatemala",,Pablo Monsanto,"Guatemala: Selva Lacandona, Río Usumacinta, El Petén, El Porvenir, Piedras Negras. México: Chiapas: Ocosingo: Yaxchilán.","1981, 1991, 1954",Pelicula documental,,"Hemerografía, fotografías, testimonios videorales, registros fílmicos, registros videográficos, programas de TV, documentos, fotografía, ficción, grabación de campo, música de época, entrevistas",Narración en off ,,,
MXIM-AV-1-11-48,"Colonia Roma, vida y arquitectura",,"Margarita Olivera, José Emilio Pacheco, Guillermo Tovar de Teresa, Mauel Tolsá, Porfirio Díaz, Pedro Lascuráin, Salvador Novo, Luis Stampa, Sergio González Rodriguez, Gustavo Peñasco, Mauel Gorospe, Miguel Rebolledo, Pino Suárez, Francicso I. Madero, Victoriano Huerta, Ignacio Capetillo, Humberto Pro, Miguel Agustín Pro, Carlos Obregón Santacilia, Roberto Montenegro, Diego Rivera, Edward Weston, Tina Modoti, José Villagrán, FRancisco Franco, Sergio Pitol, Alberto Pedret, Daniel Cubillo","México: ciudad de México: colonia Roma: calle Córdoba, calle Álvaro Obregón, Avenida chapultepec, Avenida Cuauhtémoc, Plaza Romita, Plaza Río de Janeiro, Las Cibeles, Plaza Luis Cabrera, Jardín Pushkin, calle Coahuila, Casa Lamm, calle Monterrey, calle Colima, calle Orizaba, Calle Puebla, calle Tonalá","19 de septiembre de 1985, 7 de julio de 1911, 1940, 1957, 1921, 1530, 1922, 1970, 1910, 1920, 1882, 22 de marzo de 1903, 1908, 1919, 1926-1929, 23 de noviembre de 1927, 1924-1934, 1960, 1939, 1930",Pelicula documental,,"Testimonios videorales, testimonios orales, hemerografía, documentos, pinturas, cartografía, fotografías, registros fílmicos, grabación de campo, música de época, entrevistas, grabación de campo","Narración en off, conducción, puesta en escena, animación, incidentales",,,
