 DÉCADA 2000-2009,,,,,,,,,,,,
,,,DESCRIPTORES,,,ESTRUCTURA INTERNA,,,,,,
MXIM-AV-1-12-28,O arquitecto e a cidade velha,"Um arquitecto, Álvaro Siza, e a sua equipa, sao chamados a coordenar o projecto de recuperacao da Cidade Velha, na ilha de Santiago, em Cabo Verde. O objectivo final é a candidatura desta cidade a Património Mundial da UNESCO. A Cidade Velha é um local histótico: anteriormente chamada Ribeira Grande, foi a primera cidade fundada pelos portugueses em Cabo Verde (1462). Todo este proceso suscita na populacao local grandes expectativas quanto à melhoria das suas condicoes de vida. Este filme conta a história do encontro entre estes dois mundos, o do arquitecto e o da poppulacao, acompanhando ao longo de tres anos algumas das histórias que aconteceram. ","Álvaro Siza, Helena Albuquerque, ",Cabo Verde: Ciudad vieja,1998,Documental,,,,,,Entrevista al arquitecto Álvaro Siza con una duración de 41´
MXIM-AV-1-12-29,Deux films d´Agnes Varda,Compilaciòn sobre 3 obras de Agnes Varda: Les Glaneurs et La Glaneusse y Deux Ans Après. Explicanco los oficios antiguos cuando se dedicaban a cosechar y lo compara con la necesidad de pepenar en la actualidad.,,Francia,,Documental,,"Testimonios videorales, entrevistas, grabación de campo, pinturas ",Narración en off,,,"Derniers arrivages un peu cassés (juillet 2002), Patate ultime-sublime et fin, Les Glaneurs, La Glaneuse, Deux Ans Apres"
MXIM-AV-1-12-30,The filth and the fury. A sex pistols film,"The filth and the fury , a film by Julien Temple, is a shocking portrait of arguably the most influential and certainly the most notorious rock group of all time. It documents the story of The Sex Pistols, charting their rise from the litter-stacked back-streets of ´70s London through their cricifixion by the British tabloids and ultimate implosion on tour in America. Painted against the political, economic and cultural backdrop of London in the mid ´70s, the film depicts was to become a key transitional mment in English social history. Culled primarily from the band´s own 20-hour-plus archive of never before seen footage, The filth and the Fury captures the very essence of the punk movement.","Steve Jones (integrante de Sex pistols), Paul Cook (integrante de sex pistols), Glen Mtlock (integrante de Sex pistols), Johnny Rotten (integrante de Sex pistols), Mrs. Lyndon (madre de Johnny Rotten), Martin y Bobby Lyndon (hermanos de Johnny Lyndon alias Johnny Rotten),  Wally Nightingale, Malcolm McLaren (mánager de Sex pistols), Vivienne Westwood, David Bowie (músico),  Alice Cooper (música), Sebastián Conran, Arthur Askey, Ken Dodd, Billy Idol (músico), Shane McGowan, Nick Kent, Doug D´Arcy (Chrysalis Records A&R),  Chris Parry ((Polydor Records A&R), Dave Dee (Decca Records A&R), Ron Watts (100 Club Manager), Marc Bolan (T.Rex), Steven Fisher (abogado de Malcolm McLaren), Eric ""Monster"" Hall (EMI record), Billy Grundy, Canciller Stabler, Canciller Brook.Partridge, Leslie Hill (Diretor EMI REcords), Sid Vicious (integrante de Sex pistols), Elvis Presley, Nancy Spungen, Sting ","Inglaterra: Londres: Queen Charlotte, Shepherds Bush, Hammersmith, Hyde Park, Huddersfield. Estados Unidos: California: Los Ángeles. Nueva York. San Francisco.","1976, 3 septiembre de 1955, 1974, 8 octubre de 1976, 27 enero, 10 marzo, 7 junio, 17 agosto  de 1977, 3, 14 enero, 11 octubre de 1978, 2 febrero de 1979",Documental,Documental musical,"Registros fílmicos, testimonios videorales, fotografías, testimonios orales, música de época, programas de TV, hemerografía, grabación de campo, ficción, entrevistas","Narración en off, musicalización, intertítulos, gráficos, animación",,,
MXIM-AV-1-12-31,"Diosa en el silencio azul. Isla Guadalupe, santuario del tiburon blanco.","Diosa en el silencio azul nos conduce a las aguas de Isla Guadalupe, hogar del majestuoso Tiburón Blanco, quien ha causado admiración y terror a diversas culturas e individuos y cuya presencia en aguas mexicanas es prácticamente ignorada. Este filme asimila las sensaciones vitales del tiburón blanco y las expresa mediante una óptica inconsciente y exquisita. DEsde el mito de la Creación olmeca-nahua, donde Cipaclti es el tiburón cósmico, pasando por sus fascinantes características biológicas donde ha convergido su milenario proceso evolutivo, hasta la triste situación de amenaza que comparte con otros tiburones. Esta historia emerge de una narración visual basada en la empatía poética, con la poderosa fotografía del documentalista Romeo Saldívar y el guión del poeta Mario Jaime. Un documental invaluable que nos invita a conocer, sentir y reflexionar. ","Pilar Blanco (maestra en Ciencias), pescadores de la Isla Guadalupe, ",México: Isla Guadalupe,1973,Documental,,"Testimonios orales, datos estadísticos, grabación de campo, fotografías, entrevistas","Narración en off, musicalización, puesta en escena, intertítulos",,,
MXIM-AV-1-12-32,Obras documentais de Alain Resnais,"Compilación sobre 3 obras de Alain Resnais: Toute la memoire du monde (1956), Guernica (1950) y Chan du Styrene (1958)",,,,Documental,,,,,,
MXIM-AV-1-12-33,Documentales de Teatro mexicano,,,México,,Documental,,,,,,
MXIM-AV-1-12-34,El alma de los verdugos,"""El alma de los verdugos"" va más allá del reportaje y trasciende los hechos concretos para profundizar en la faceta más oscura del alma de los torturadores de la represión argentina a través de testimonios escalofriantes de las víctimas y los verdugos. (FILMAFFINITY)","Marga Cruz (ex detenida), Nilda Eloy (ex detenida), Hebe de Bonafini (Presidenta Madres de Plaza de Mayo), Andrea Bello  (prisionera en la ESMA), Carlos Lordkipanitse (prisionero en la ESMA), Mario Enrique Fukman (prisionero en la ESMA), Víctor Basterra (prisionero en la ESMA), Eduardo Galeano (escritor), Thelma Jara de Cabezas (Madre de Plaza de Mayo), Walter Docters (ex detenido), Cristina Muro (esposa de detenido desaparecido),  Ana Rita Vagliatti (hija de policía), Miriam Lewin (prisionera en la ESMA), Munú Actis (prisionera en la ESMA), Celia Gaglietto de Testa (prisionera), Miguel Ángel (Ricardo) Cavallo (torturador), Ana Testa (prisionera en la ESMA), Chicha Mariani (Fundadora de Abuelas de Plaza de Mayo), Paula Logares (hija de detenidos desaparecidos), Elsa Pavón (Abuela de Plaza de Mayo), Juan CAbandié (hijo de detenidos desaparecidos), Matilde Artes (Abuela de Plaza de Mayo), Alfredo Ruffo (agente de los servicios de inteligencia del Estado Argentino), Martín Prieto (periodista), CArla Rutila Artés (hija de detenidos desaparecidos), Emilio Nanni (Teniente Coronel retirado),  Horacio Ballester (Coronel retirado CEMIDA), Horacio Verbitsky (periodista), Carlos Alberto Hours (policía retirado), Luis A. Patti (policía retirado), Gonzalo Torres de Tolosa (abogado de militares),  Hugo Omar Cañon (fiscal), Luis Eduardo Carri Boffi (abogado de militares), Miguel Osvaldo Etchecolatz (comisario policía retirado), Norberto Cozzani (policía retirado), Adolfo Scilingo (ex capitán de Corbeta),  Vicente Romero, Dolores DElgado (fiscal), Juan Molina Herrera (mecánico militar retirado), ",Chile. Argentina: Buenos Aires: Escuela de Mecánica de la Armada. Perú. Uruguay. ,"septiembre de 1973, 1985, 18 de noviembre de 1978, diciembre de 1979, agosto de 2000, 1993, noviembre de 1989,  1977, 1985, 1987,  2006, 1986, 1996, 2005. noviembre de 1979 ",Documental,,"Registros fílmicos, testimonios videorales, fotografías,  hemerografía, documentos, entrevistas, grabación de campo, registros fílmicos","Intertítulos, musicalización, narración en off ",,,Incluye prólogo de José Saramago
MXIM-AV-1-12-35,El arenal,"Filmado en Brasil pero con producción chilena, ""El Arenal"" es la ópera prima de Sebastián Sepúlveda un documental ambientado en la Amazonia brasileña, en la comunidad de Guajará, donde la vida de la comunidad transcurre alejada del contacto con las grandes ciudades, conviviendo con los espíritus que rondan el arenal cercano. Pero la construcción de un puente que los acercará a la civilización amenaza con cambiar sus tradiciones… http://www.premioaltazor.cl/sebastian-sepulveda/",,Brasil: Amazonas: comunidad de Guajará e Itancoa,,Documental,,"Testimonios videorales, grabación de campo, grabación de campo, noticieros fílmicos, entrevistas","Intertítulos, narración en off",,,
MXIM-AV-1-12-36,El arte de hacer ciudad,"¿Y por qué interesa la vida del arquitecto Mario Pani? Porque cuando diseñó viviendas imaginó ciudades, y cuando planeó ciudades pensó en la gente. El Multifamiliar Miguel Alemán (1949), el Multifamiliar Benito Juárez (1952) y la Unidad Nonoalco Tlatelolco (1962) son pruebas de su visión urbana de la arquitectura. Ciudad Universitaria (1952), Ciudad Satélite (1954) y su magno proyecto Ciudad Concertada (1988) son epifanías de su modernidad urbana. Hacia dónde y cómo debería crecer la ciudad de México fue la motivación de su vida profesional. Nunca abandonó este reto, y por sus respuestas se le considera uno de los más importantes arquitectos mexicanos del siglo XX.","Mario Pani, Margarita Linaae de Pani, Teodoro González de León, Carlos González Lobo, Francisco Treviño, Manuel Larrosa, Salvador Elizondo, Abraham Zabludovsky, Ricardo de Robina, Felipe Leal, Agustín Hernández, María Eugenia González, Louise Noelle, Miguel Medina, Susana Fernández, Alberto Batán, Lucrecia Mercado, Ignacio del Cueto, Guadalupe Estrada, Ana María Hernández, Concepción Hudson, Catalina Miranda, Elías N., Pablo Olvera, Zenaido Rodríguez, Lliliana Semental, Jesús Silva, Beatriz Silva Viayra, Elvira Vieyra de Silva, Alejandro Zamudio","México: Ciudad de México: Centro Histórico, Tlatelolco, Ciudad Universitaria, Multifamiliar Miguel Alemán, Multifamiliar Juárez, Ciudad Satélite. Guerrero: Acapulco.Francia: París. Marsella:La Ville Radieuse,.",1911-1988,Documental,,"Testimonios videorales, fotografías, testimonios orales, hemerografía, grabación de campo, gráficos, documentos, registros fílmicos, cartografía, entrevistas, grabación de campo, registros fílmicos","Musicalización, narración en off, animación",,,
MXIM-AV-1-12-37,El cielo gira,"En aldea al señor, un pueblo de los páramos altos de Soria, quedan hoy 14 habitantes. Son la última generación, después de mil años de historia ininterrumpida. Hoy, la vida continúa. Centro de poco, se extinguirá sin estrépito y sin más testigos.  Los vecinos de Aldealseñor  y el trabajo del pintor Pello Azketa comparten algo en común: las cosas han comenzado a desaparecer delante de ellos. La narradora vuelve a su origen y asiste a ese final al tiempo que intenta reciperar una imagen primera del mundo, de la infancia. ","Antonino Martínez, Silvano García, José Fernández, Cirilo Fernández, Josefa García, Aurea Mingo, Milagros Monje, Elías Álvarez, Crispina Lamata, Valentina García, Blanca Martínez, Román García, Salah Rafia, Hicham Chate, Alfredo Jimeno, Pello Azketa.",España: Comunidad Autónoma de Castilla y León: Provincia de Soria: Comarca de Campo de Gómara: Municipio y localidad de Aldealseñor,,Documental,,"Pinturas, testimonios videorales, testimonios orales, grabación de campo, fotografías, entrevistas","Narración en off, intertitulos",,,"Sinopsis, Ficha ténica y artística, Apuntes, La directora, El pintor, Aparición y desaparición, Premios."
MXIM-AV-1-12-38,El ciruelo. La desaparición de un pueblo bajo las aguas,"El Ciruelo cuenta la historia de la desaparición bajo las aguas de un pequeño poblado de la sierra de Nayarit. El llenado de la presa ""El Cajón"" inunda  el viejo rancho mientras las familias desplazadas intentan habituarse a la vida en el ""Nuevo Ciruelo"". ","Habitantes de El Ciruelo: Valentina García, María Velásquez, Esther Macías, Imelda Ramírez, Ezequiel Serrano, Andrés Vargas, Higinio López, Patricio García, Lázaro Serrano, José García, Pedro Salazar, Concepción Ramírez, Matilde Vargas, Eliseo Cibrián y familia, Martín García, Camerina Serrano, Flavio Serrano, Matilde Serrano, Prietillo, Eva Peña, Guadalupe Peña, Nepomuceno Salazar. ",México: Nayarit: El Ciruelo,24 de julio del 2006 (llenado de la Presa Hidroeléctrica El Cajón),Documental,,"Testimonios videorales, grabación de campo, entrevistas",,,HDCAM,
MXIM-AV-1-12-39,El desafío indígena: la marcha zapatista,"Desde las comunidades de la Selva y los altos de Chiapas hasta el zócalo de la Ciudad de México, la caravana de los comandantes del EZLN se convirtió  en el testimonio de las demandas indígenas. La Jornada le muestra, ahora en imágenes vivas, la movilización y las concentraciones ciudadanas, al paso de la caravana por doce entidades del país. También el video recupera los discursos más trascendentes, los diálogos y las vivencias de los encuentros habidos a lo largo de la marcja. Son imágenes que dan testimonio de la dignidad indígena. ","subcomandante Marcos, comandante David, comandante Tacho, Carlos Monsiváis,  Javier Solórzano, comandante Yolanda, comandante Fidelia, Martí Batres, comandante Javier, comandante Esther.","México: ciudad de México: zócalo. Chiapas: San Cristóbal de las Casas, Tuxtla Gutierrez. Oaxaca: La Ventosa, cudad de Oaxaca. Puebla: Tehuacán, ciudad de Puebla. Veracruz: Orizaba. Tlaxcala. Hidalgo: Pachuca, Ixmiquilpan. Querétaro. Guanajuato: Acámbaro. Michoacán: Zinapécuaro, Pátzcuaro, Nurio, Morelia, Zitácuaro. Estado de México: Toluca. Morelos: Cuernavaca, Tepoztlán, Cuautla, Anenecuilco, Chinameca, Tlaltizapán. Guerrero: Iguala. Distrito Federal: Milpa Alta, San Pablo Oztotepec, Xochimilco Ciudad de México.","24, 25, 26, 27, 28 de febrero, 1, 2, 5, 6, 7,  8, 9,  10, 11, 28 de marzo 2001, 2 diciembre 2000",Documental,,"Hemerografía, fotografías, testimonios videorales, registros fílmicos, grabación de campo, entrevistas","narración en off, conducción",,,
MXIM-AV-1-12-40,El memorial del 68,El memorial del 68 es una serie de Nicolás Echevarría. Son Documentos imprescindibles para entender un momento histórico que dio inicio al México moderno. (En el anverso de la caja),,México: Ciudad de México: Tlatelolco,,Documental,Histórico,,,,,
MXIM-AV-1-12-41,El món dels pioners 1906-1913,"La época comprendida entre 1906 y 1913 es un período de nombres propios, de verdaderos pioneros: Fructuós Gelabert, Ricard y Ramon de Baños, Albert Marro, Joan M. Codina y Segundo de Chomón en Barcelona, ángel Garcia Cardona, en Valencia y Josep Truyal en Mallorca, entre otros. Este grupo de jóvenes aventureros hicieron posible, apesar de la fuerte presencia extranjera, las bases de un cine propio y la creación de una incipiente industria cinematográfica. Este documental recoge fragmentos de las películas conservadas más significativas de esta época. http://biblioteca.universia.net/html_bura/ficha/params/title/mon-dels-pioners-1906-1913-mundo-pioneros-1906-1913/id/38120667.html","Fructuós Gelabert, Enric Giménez, Segundo de Chomón, Albert Marro, Ricard de Baños, Ramón de Baños, Manuel Huerga, Joan Francesc de Lasa, Jordi Vall, Joan Maria Codina, Ángel García Cardona, Josep Truyol, Miquel Porter, ",España: Barcelona: Cataluña. Aragón: Terol (Teruel). Valencia. Islas Baleares: Isla de Mallorca: Palma de Mallorca. Francia: París. ,"1908, 1871- 1929, 1909, 1878-1956, 1911, 1882-1939, 1890-1980, 1972,  1936,  1913, 1856-1923, 1906, 1868-1949, 1912-1913",Documental,,"Testimonios videorales, registros fílmicos, fotografías, ficción, documentales, entrevistas, registros fílmicos","Narración en off, conducción, musicalización, intertítulos",,,
