"codigo_de_referencia","condiciones_de_acceso","existencia_y_localizacion_de_originales","idioma_original","doblajes_disponibles","subtitulajes","soporte","numero_copias","descripcion_fisica","color","audio","sistema_de_grabacion","region_dvd","requisitos_tecnicos"
"MXIM-AV-1-12-255","Usos reservados para consulta in situ","","Español","","","DVD","","","Color, blanco y negro","","","","Reproductor DVD y monitor de TV"
"MXIM-AV-1-12-256","Usos reservados para consulta in situ","","Español, náhuatl","","Español","DVD","","","Color, blanco y negro","","","","Reproductor DVD y monitor de TV"
"MXIM-AV-1-12-257","Usos reservados para consulta in situ","","Español","","","DVD","","","Color","","","","Reproductor DVD y monitor de TV"
"MXIM-AV-1-12-258","Usos reservados para consulta in situ","","Español","","","DVD","","","Color, blanco y negro","","","","Reproductor DVD y monitor de TV"
"MXIM-AV-1-12-260","Usos reservados para consulta in situ","","Francés, español","","Inglés","DVD","","","Color","Stéreo","PAL","Región 9","Reproductor VHS y monitor de TV"
"MXIM-AV-1-12-261","Usos reservados para consulta in situ","","Español","","","DVD","1 dvd","Copia de producción","Color, blanco y negro","","NTSC","Región 0","Reproductor DVD y monitor"
"MXIM-AV-1-12-262","Usos reservados para consulta in situ","","Español","","","DVD","1 dvd","Copia de producción","Color, blanco y negro","","NTSC","Región 0","Reproductor DVD y monitor"
"MXIM-AV-1-12-263","Usos reservados para consulta in situ","","Español","","","DVD","1 dvd","Copia de producción","Color, blanco y negro","","NTSC","Región 0","Reproductor DVD y monitor"
"MXIM-AV-1-12-264","Usos reservados para consulta in situ","","Español","","","DVD","1 dvd","Copia de producción","Color, blanco y negro","","NTSC","Región 0","Reproductor DVD y monitor"
"MXIM-AV-1-12-265","Usos reservados para consulta in situ","","Español","","","DVD","1 dvd","Copia de producción","Color, blanco y negro","","NTSC","Región 0","Reproductor DVD y monitor"
"MXIM-AV-1-12-266","Usos reservados para consulta in situ","","Inglés","","","DVD","1 dvd","Copia de producción","Color","","NTSC","","Reproductor DVD y monitor"
"MXIM-AV-1-12-267","Usos reservados para consulta in situ","","Inglés","","","DVD","","","Color","","NTSC","","Reproductor DVD y monitor"
"MXIM-AV-1-12-268","Usos reservados para consulta in situ","","Inglés","","","DVD","","","Color","","NTSC","","Reproductor DVD y monitor"
"MXIM-AV-1-12-269","Usos reservados para consulta in situ","","Inglés","","","DVD","","","Color","","NTSC","","Reproductor DVD y monitor"
"MXIM-AV-1-12-270","Usos reservados para consulta in situ","","Inglés","","","DVD","","","Color","","NTSC","","Reproductor DVD y monitor"
"MXIM-AV-1-12-271","Usos reservados para consulta in situ","","Inglés","","","DVD","","","Color","","NTSC","","Reproductor DVD y monitor"
"MXIM-AV-1-12-272","Usos reservados para consulta in situ","","Inglés","","","DVD","","","Color","","NTSC","","Reproductor DVD y monitor"
"MXIM-AV-1-12-273","Usos reservados para consulta in situ","","Inglés","","","DVD","","","Color","","NTSC","","Reproductor DVD y monitor"
"MXIM-AV-1-12-274","Usos reservados para consulta in situ","","Inglés","","","DVD","","","Color","","NTSC","","Reproductor DVD y monitor"
"MXIM-AV-1-12-275","Usos reservados para consulta in situ","","Inglés","","","DVD","","","Color, blanco y negro","","NTSC","","Reproductor DVD y monitor"
"MXIM-AV-1-12-276","Usos reservados para consulta in situ","","Inglés","","","DVD","","","Color","","NTSC","","Reproductor DVD y monitor"
"MXIM-AV-1-12-277","Usos reservados para consulta in situ","","Inglés","","","DVD","","","Color","","NTSC","","Reproductor DVD y monitor"
"MXIM-AV-1-12-278","Usos reservados para consulta in situ","","Inglés","","","DVD","","","Color","","NTSC","","Reproductor DVD y monitor"
"MXIM-AV-1-12-279","Usos reservados para consulta in situ","","Inglés","","","DVD","","","Color","","NTSC","","Reproductor DVD y monitor"
"MXIM-AV-1-12-280","Usos reservados para consulta in situ","","Inglés","","","DVD","","","Color","","NTSC","","Reproductor DVD y monitor"
"MXIM-AV-1-12-281","Usos reservados para consulta in situ","","Inglés","","","DVD","","","Color","","NTSC","","Reproductor DVD y monitor"
"MXIM-AV-1-12-282","Usos reservados para consulta in situ","","Español","","","DVD","1 dvd","Copia de producción","Color","","NTSC","","Reproductor DVD y monitor"
"MXIM-AV-1-12-283","Usos reservados para consulta in situ","","Portugués","","","DVD","1 dvd","Copia","Color","","PAL","región 2","Reproductor DVD y monitor"
"MXIM-AV-1-12-284","Usos reservados para consulta in situ","","Portugués","","","DVD","1 dvd","Copia","Color","","PAL","región 2","Reproductor DVD y monitor"
"MXIM-AV-1-12-285","Usos reservados para consulta in situ","","","","","","","","","","","",""
"MXIM-AV-1-12-286","","","","","","","","","","","","",""
"MXIM-AV-1-12-287","Usos reservados para consulta in situ","","Español, inglés","","","DVD","1 dvd","Copia","Color","","NTSC","","Reproductor DVD y monitor"
"MXIM-AV-1-12-288","Usos reservados para consulta in situ","","Español, tzetzal","","Inglés","DVD","1 dvd","Copia","Color","","NTSC","","Reproductor DVD y monitor"
"MXIM-AV-1-12-289","Usos reservados para consulta in situ","","Español, tzetzal","","Inglés","DVD","1 dvd","Copia","Color","","NTSC","","Reproductor DVD y monitor"
"MXIM-AV-1-12-290","Usos reservados para consulta in situ","","Español, tzetzal","","Inglés","DVD","1 dvd","Copia","Color","","NTSC","","Reproductor DVD y monitor"
"MXIM-AV-1-12-291","Usos reservados para consulta in situ","","Inglés","","Español","DVD","1 dvd","Copia","Color, blanco y negro","","","","Reproductor DVD y monitor"
"MXIM-AV-1-12-292","Usos reservados para consulta in situ","","Español","","Portugués","DVD","1 dvd","Copia","Color","","","","Reproductor DVD y monitor"
"MXIM-AV-1-12-293","Usos reservados para consulta in situ","","Inglés, francés, español","","Portugués","DVD","1 dvd","Copia","Color","Dolby","","","Reproductor DVD y monitor"
"MXIM-AV-1-12-294","Usos reservados para consulta in situ","","Español","","inglés, frances","DVD","1 dvd","Copia","","Stéreo","","","Reproductor DVD y monitor"
"MXIM-AV-1-12-295","Usos reservados para consulta in situ","","","","","DVD","1 dvd","Copia","","","","","Reproductor DVD y monitor"
"MXIM-AV-1-12-296","Usos reservados para consulta in situ","","Italiano","","Inglés","DVD","1 dvd","Copia","","","","","Reproductor DVD y monitor"
"MXIM-AV-1-12-297","Usos reservados para consulta in situ","","","","","DVD","1 dvd","Copia","","","","","Reproductor DVD y monitor"
"MXIM-AV-1-12-298","","","","","","","","","","","","",""
"MXIM-AV-1-12-299","Usos reservados para consulta in situ","","Español","","","DVD","1 dvd","Copia de producción","Color","","NTSC","","Reproductor DVD y monitor"
"MXIM-AV-1-12-300","Usos reservados para consulta in situ","","","","","DVD","1 dvd","Copia","","","","","Reproductor DVD y monitor"
"MXIM-AV-1-12-301","Usos reservados para consulta in situ","","","","","DVD","1 dvd","Copia","","","","","Reproductor DVD y monitor"
"MXIM-AV-1-12-302","Usos reservados para consulta in situ","","","","","DVD","1 dvd","Copia","","","","","Reproductor DVD y monitor"
"MXIM-AV-1-12-303","Usos reservados para consulta in situ","","","","","DVD","1 dvd","Copia","","","","","Reproductor DVD y monitor"
"MXIM-AV-1-12-304","Usos reservados para consulta in situ","","","","","DVD","1 dvd","Copia","","","","","Reproductor DVD y monitor"
"MXIM-AV-1-12-305","Usos reservados para consulta in situ","","","","","DVD","1 dvd","Copia","","","","","Reproductor DVD y monitor"
"MXIM-AV-1-12-306","Usos reservados para consulta in situ","","","","","DVD","1 dvd","Copia","","","","","Reproductor DVD y monitor"
"MXIM-AV-1-12-307","Usos reservados para consulta in situ","","","","","DVD","1 dvd","Copia","","","","","Reproductor DVD y monitor"
"MXIM-AV-1-12-308","Usos reservados para consulta in situ","","","","","DVD","1 dvd","Copia","","","","","Reproductor DVD y monitor"
"MXIM-AV-1-12-309","Usos reservados para consulta in situ","","","","","DVD","1 dvd","Copia","","","","","Reproductor DVD y monitor"
"MXIM-AV-1-12-310","Usos reservados para consulta in situ","","","","","DVD","1 dvd","Copia","","","","","Reproductor DVD y monitor"
"MXIM-AV-1-12-311","Usos reservados para consulta in situ","","","","","DVD","1 dvd","Copia","","","","","Reproductor DVD y monitor"
"MXIM-AV-1-12-312","Usos reservados para consulta in situ","","","","","DVD","1 dvd","Copia","","","","","Reproductor DVD y monitor"
"MXIM-AV-1-12-313","Usos reservados para consulta in situ","","","","","DVD","1 dvd","Copia","","","","","Reproductor DVD y monitor"
"MXIM-AV-1-12-314","Usos reservados para consulta in situ","","","","","DVD","1 dvd","Copia","","","","","Reproductor DVD y monitor"
"MXIM-AV-1-12-315","Usos reservados para consulta in situ","","","","","DVD","1 dvd","Copia","","","","","Reproductor DVD y monitor"
"MXIM-AV-1-12-316","Usos reservados para consulta in situ","","","","","DVD","1 dvd","Copia","","","","","Reproductor DVD y monitor"
"MXIM-AV-1-12-317","Usos reservados para consulta in situ","","","","","DVD","1 dvd","Copia","","","","","Reproductor DVD y monitor"
"MXIM-AV-1-12-318","Usos reservados para consulta in situ","","","","","DVD","1 dvd","Copia","","","","","Reproductor DVD y monitor"
"MXIM-AV-1-12-319","Usos reservados para consulta in situ","","","","","DVD","1 dvd","Copia","","","","","Reproductor DVD y monitor"
"MXIM-AV-1-12-320","Usos reservados para consulta in situ","","","","","DVD","1 dvd","Copia","","","","","Reproductor DVD y monitor"
"MXIM-AV-1-12-321","Usos reservados para consulta in situ","","","","","DVD","1 dvd","Copia","","","","","Reproductor DVD y monitor"
"MXIM-AV-1-12-322","Usos reservados para consulta in situ","","","","","DVD","1 dvd","Copia","","","","","Reproductor DVD y monitor"
"MXIM-AV-1-12-323","Usos reservados para consulta in situ","","","","","DVD","1 dvd","Copia","","","","","Reproductor DVD y monitor"
"MXIM-AV-1-12-324","Usos reservados para consulta in situ","","","","","DVD","1 dvd","Copia","","","","","Reproductor DVD y monitor"
"MXIM-AV-1-12-325","Usos reservados para consulta in situ","","","","","DVD","1 dvd","Copia","","","","","Reproductor DVD y monitor"
"MXIM-AV-1-12-326","Usos reservados para consulta in situ","","","","","DVD","1 dvd","Copia","","","","","Reproductor DVD y monitor"
"MXIM-AV-1-12-327","Usos reservados para consulta in situ","","","","","DVD","1 dvd","Copia","","","","","Reproductor DVD y monitor"
"MXIM-AV-1-12-328","","","","","","","","","","","","",""
"MXIM-AV-1-12-329","Usos reservados para consulta in situ","","Español","","","DVD","1 dvd","Copia","Color","","","","Reproductor DVD y monitor"
"MXIM-AV-1-12-330","Usos reservados para consulta in situ","","Español, Inglés","","Inglés, español, francés","DVD, VHS","1 dvd / 1 VHS","Copia","Color, blanco y negro","","NTSC","","Reproductor DVD/VHS y monitor"
"MXIM-AV-1-12-331","Usos reservados para consulta in situ","","Español","","Inglés, frances","DVD","","","Color","","","","Reproductor DVD y monitor"
"MXIM-AV-1-12-332","Usos reservados para consulta in situ","","Inglés","","","DVD","","Copia","Color","","","","Reproductor DVD y monitor"
"MXIM-AV-1-12-333","Usos reservados para consulta in situ","","Español","","Inglés, frances","DVD","","Copia","Color","","","","Reproductor DVD y monitor"
"MXIM-AV-1-12-334","Usos reservados para consulta in situ","","","","","","","","","","","",""
"MXIM-AV-1-12-335","Usos reservados para consulta in situ","","Español","","","DVD","1 dvd","Copia","Color","","NTSC","","Reproductor DVD y monitor"
"MXIM-AV-1-12-336","Usos reservados para consulta in situ","","","","Ingles y frances","DVD","1 dvd","Copia","Color, blanco y negro","","NTSC","","Reproductor DVD y monitor"
"MXIM-AV-1-12-337","Usos reservados para consulta in situ","","","","Ingles y frances","DVD","1 dvd","Copia","Color, blanco y negro","","NTSC","","Reproductor DVD y monitor"
"MXIM-AV-1-4-7","Usos reservados para consulta in situ","","Inglés","","","DVD","1 dvd","Copia","Color, sepia","","NTSC","","Reproductor DVD y monitor"
"MXIM-AV-1-12-339","Usos reservados para consulta in situ","","Español","","","DVD","1 dvd","Copia","Color, blanco y negro","","NTSC","","Reproductor DVD y monitor"
"MXIM-AV-1-12-340","Usos reservados para consulta in situ","","Español","","Inglés","DVD","1 dvd","Copia","Color","","","","Reproductor DVD y monitor"
"MXIM-AV-1-12-341","Usos reservados para consulta in situ","","Portugués","","Inglés","DVD","1 dvd","Copia","Color, blanco y negro","","","","Reproductor DVD y monitor"
"MXIM-AV-1-12-342","Usos reservados para consulta in situ","","Hindi","","Inglés","DVD","1 dvd","Copia","Color","","","","Reproductor DVD y monitor"
"MXIM-AV-1-12-343","Usos reservados para consulta in situ","","Francés","","Portugués","DVD","1 dvd","Copia","Color","Dolby Stereo","","","Reproductor DVD y monitor"
"MXIM-AV-1-12-344","Usos reservados para consulta in situ","","Inglés","","","DVD","1 dvd","Copia","Color","Stereo","","","Reproductor DVD y monitor"
"MXIM-AV-1-12-345","Usos reservados para consulta in situ","","Portugués","","","DVD","1 dvd","Copia","Color","","NTSC","","Reproductor DVD y monitor"
"MXIM-AV-1-12-346","Usos reservados para consulta in situ","","Portugués","Inglés","Portugués","DVD","1 dvd","Copia","Color","","NTSC","","Reproductor DVD y monitor"
"MXIM-AV-1-12-347","Usos reservados para consulta in situ","","Portugués","Inglés","Portugués","DVD","1 dvd","Copia","Color","","NTSC","","Reproductor DVD y monitor"
"MXIM-AV-1-12-348","Usos reservados para consulta in situ","","Portugués","","Portugués","DVD","1 dvd","Copia","Color","","NTSC","","Reproductor DVD y monitor"
"MXIM-AV-1-12-349","Usos reservados para consulta in situ","","","","","DVD","1 dvd","Copia","Color","","NTSC","","Reproductor DVD y monitor"
"MXIM-AV-1-12-350","Usos reservados para consulta in situ","","","","","DVD","1 dvd","Copia","Color","","NTSC","","Reproductor DVD y monitor"
"MXIM-AV-1-12-351","Usos reservados para consulta in situ","","Español","","","DVD","1 dvd","Copia","Color","","NTSC","","Reproductor DVD y monitor"
"MXIM-AV-1-12-352","Usos reservados para consulta in situ","","Español","","","DVD","1 dvd","Copia","Color","","NTSC","","Reproductor DVD y monitor"
"MXIM-AV-1-12-353","Usos reservados para consulta in situ","","Español","","","DVD","1 dvd","Copia","Color","","NTSC","","Reproductor DVD y monitor"
"MXIM-AV-1-10-8","Usos reservados para consulta in situ","","Español","","","VHS","1 dvd","Copia","Color","","NTSC","","Reproductor VHS y monitor"
"MXIM-AV-1-10-85","Usos reservados para consulta in situ","","Español","","","DVD","1 dvd","Copia","Color, blanco y negro","","","","Reproductor DVD y monitor"
"MXIM-AV-1-13-1","Usos reservados para consulta in situ","LAIS, INCIDE","Español","","","DVD","1 dvd","Copia de producción","Color","Estéreo 2.0","NTSC","Multiregión","Reproductor DVD y monitor de TV"
"MXIM-AV-1-13-10","Usos reservados para consulta in situ","","Español, mazateco, lenguaje de señas","","Español","DVD","2 dvd ","Copia de producción","Color","","NTSC","","Reproductor DVD y monitor de TV"
"MXIM-AV-1-13-11","Usos reservados para consulta in situ","","Español. Lenguaje de señas","","","DVD","2 dvd","Copia de producción","Color","","NTSC","","Reproductor DVD y monitor de TV"
"MXIM-AV-1-13-12","Usos reservados para consulta in situ","","Español. Lenguaje de señas","","","DVD","2 dvd","Copia de producción","Color","","NTSC","","Reproductor DVD y monitor de TV"
"MXIM-AV-1-13-13","Usos reservados para consulta in situ","","Español","","","DVD","1 dvd","Copia de producción","Color","","NTSC","","Reproductor DVD y monitor de TV"
"MXIM-AV-1-13-14","Usos reservados para consulta in situ","","Español, lenguaje de señas","","","DVD","2 dvd","Copia de producción","Color","","NTSC","","Reproductor DVD y monitor de TV"
"MXIM-AV-1-13-15","Usos reservados para consulta in situ","","Español","","","DVD","1 dvd","Copia de producción","Color","","NTSC","","Reproductor DVD y monitor de TV"
"MXIM-AV-1-13-16","Usos reservados para consulta in situ","","Español","","","DVD / VHS","1 vhs / 1 dvd","Copia","Color","","","","Reproductor DVD / VHS y monitor TV"
"MXIM-AV-1-13-17","Usos reservados para consulta in situ","","Español","","","DVD","1 dvd","Copia de producción","Colo, blanco y negro","","NTSC","","Reproductor DVD y monitor TV"
"MXIM-AV-1-13-18","Usos reservados para consulta in situ","","Español","","","DVD","2 dvd","Copia de producción","Colo, blanco y negro","","NTSC","Región 4","Reproductor DVD y monitor TV"
"MXIM-AV-1-13-19","Usos reservados para consulta in situ","","Español","","","DVD","1 dvd","Copia de producción","Color","","","","Reproductor DVD y monitor TV"
"MXIM-AV-1-13-2","Usos reservados para consulta in situ","","Español, lenguaje de señas","","","DVD","3 dvd","Copia de producción","Color","","NTSC","","Reproductor DVD y monitor de TV"
"MXIM-AV-1-13-20","Usos reservados para consulta in situ","","Español, lenguaje de señas","","","DVD","1 dvd","Copia de producción","Color","","NTSC","","Reproductor DVD y monitor de TV"
"MXIM-AV-1-13-21","Usos reservados para consulta in situ","","Español, lenguaje de señas","","","DVD","1 dvd","Copia de producción","Color","","NTSC","","Reproductor DVD y monitor de TV"
"MXIM-AV-1-13-22","Usos reservados para consulta in situ","","Español, lenguaje de señas","","","DVD","1 dvd","Copia de producción","Color","","NTSC","","Reproductor DVD y monitor de TV"
"MXIM-AV-1-13-23","Usos reservados para consulta in situ","","Español, lenguaje de señas","","","DVD","1 dvd","Copia de producción","Color","","NTSC","","Reproductor DVD y monitor de TV"
"MXIM-AV-1-13-24","Usos reservados para consulta in situ","","Español, lenguaje de señas","","","DVD","1 dvd","Copia de producción","Color","","NTSC","","Reproductor DVD y monitor de TV"
"MXIM-AV-1-13-25","Usos reservados para consulta in situ","","Español, lenguaje de señas","","","DVD","1 dvd","Copia de producción","Color","","NTSC","","Reproductor DVD y monitor de TV"
"MXIM-AV-1-13-26","Usos reservados para consulta in situ","","Español, lenguaje de señas","","","DVD","1 dvd","Copia de producción","Color","","NTSC","","Reproductor DVD y monitor de TV"
"MXIM-AV-1-13-27","Usos reservados para consulta in situ","","Español, lenguaje de señas","","","DVD","1 dvd","Copia de producción","Color","","NTSC","","Reproductor DVD y monitor de TV"
"MXIM-AV-1-13-28","Usos reservados para consulta in situ","","Español, lenguaje de señas","","","DVD","1 dvd","Copia de producción","Color","","NTSC","","Reproductor DVD y monitor de TV"
"MXIM-AV-1-13-29","Usos reservados para consulta in situ","","Español, lenguaje de señas","","","DVD","1 dvd","Copia de producción","Color","","NTSC","","Reproductor DVD y monitor de TV"
"MXIM-AV-1-13-3","Usos reservados para consulta in situ","","Español, lenguaje de señas","","","DVD","2 dvd","Copia de producción","Color","","NTSC","","Reproductor DVD y monitor de TV"
"MXIM-AV-1-13-30","Usos reservados para consulta in situ","","Español, lenguaje de señas","","","DVD","1 dvd","Copia de producción","Color","","NTSC","","Reproductor DVD y monitor de TV"
"MXIM-AV-1-13-31","Usos reservados para consulta in situ","","Español, lenguaje de señas","","","DVD","1 dvd","Copia de producción","Color","","NTSC","","Reproductor DVD y monitor de TV"
"MXIM-AV-1-13-32","Usos reservados para consulta in situ","","Español, lenguaje de señas","","","DVD","1 dvd","Copia de producción","Color","","NTSC","","Reproductor DVD y monitor de TV"
"MXIM-AV-1-13-33","Usos reservados para consulta in situ","","Español","","","DVD","1 dvd","Copia","Color, blanco y negro, blanco y negro virado a verde, naranja","","NTSC","","Reproductor DVD y monitor de TV"
"MXIM-AV-1-13-34","Usos reservados para consulta in situ","","Portugués","","","DVD","1 dvd","Copia de producción","Color, blanco y negro","","NTSC","","Reproductor DVD y monitor de TV"
"MXIM-AV-1-13-35","Usos reservados para consulta in situ","","Portugués","","","DVD","2 dvd","Copia de producción, copia","Color, blanco y negro","","","","Reproductor DVD y monitor de TV"
"MXIM-AV-1-13-36","Usos reservados para consulta in situ","","Inglés, castellano, catalán","","Castellano, catalán","DVD","1 dvd","Copia de producción","Color","","PAL","ZONA 2","Reproductor DVD y monitor de TV"
"MXIM-AV-1-13-37","Usos reservados para consulta in situ","","Español, totonaco","","","DVD","1 dvd","Copia","Color","","NTSC","","Reproductor DVD y monitor de TV"
"MXIM-AV-1-13-38","Usos reservados para consulta in situ","","Español, lenguaje de señas","","Español","DVD","1 dvd","Copia","Color","","","","Reproductor DVD y Monitor"
"MXIM-AV-1-13-39","Usos reservados para consulta in situ","","Portugués","","Inglés","DVD","1 dvd","Copia","Color, blanco y negro","","","","Reproductor DVD y monitor"
"MXIM-AV-1-13-4","Usos reservados para consulta in situ","","Español, lenguaje de señas","","","DVD","1 dvd","Copia de producción","Color","","NTSC","","Reproductor DVD y monitor de TV"
"MXIM-AV-1-13-40","Usos reservados para consulta in situ","","Español","","","DVD","1 vhs / 1 dvd","Copias","Color","","NTSC","","Reproductor DVD y monitor"
"MXIM-AV-1-13-41","Usos reservados para consulta in situ","","Español","","","DVD","1 dvd","Copia","Color","","NTSC","","Reproductor DVD y monitor"
"MXIM-AV-1-13-42","Usos reservados para consulta in situ","","Árabe","","Español","DVD","1 dvd","Copia","Color","","","","Reproductor DVD y monitor"
"MXIM-AV-1-13-43","Usos reservados para consulta in situ","","Español, inglés","","Inglés, español","DVD","1 dvd","Copia","Color","","NTSC","","Reproductor DVD y monitor"
"MXIM-AV-1-13-44","Usos reservados para consulta in situ","","Español","","","DVD","1 dvd","Copia de producción","Color","","NTSC","","Reproductor DVD y monitor"
"MXIM-AV-1-13-45","Usos reservados para consulta in situ","","Español","","","DVD","1 dvd","","Color","","NTSC","","Reproductor DVD y monitor"
"MXIM-AV-1-13-46-1","Usos reservados para consulta in situ","","Español","","Inglés","DVD","1 dvd","","Color, blanco y negro","","NTSC","","Reproductor DVD y monitor"
"MXIM-AV-1-13-46-2","Usos reservados para consulta in situ","","Español","","Inglés","DVD","1 dvd","","Color","","NTSC","","Reproductor DVD y monitor"
"MXIM-AV-1-13-46-3","Usos reservados para consulta in situ","","Español","","Inglés","DVD","1 dvd","","Color, blanco y negro","","NTSC","","Reproductor DVD y monitor"
"MXIM-AV-1-13-46-4","Usos reservados para consulta in situ","","Español, tojolabal","","Inglés","DVD","1 dvd","","Color, blanco y negro","","NTSC","","Reproductor DVD y monitor"
"MXIM-AV-1-13-46-5","Usos reservados para consulta in situ","","Español","","Inglés","DVD","1 dvd","","Color","","NTSC","","Reproductor DVD y monitor"
"MXIM-AV-1-13-46-6","Usos reservados para consulta in situ","","Español","","Inglés","DVD","1 dvd","","Color","","NTSC","","Reproductor DVD y monitor"
"MXIM-AV-1-13-46-7","Usos reservados para consulta in situ","","Español","","Inglés","DVD","1 dvd","","Color","","NTSC","","Reproductor DVD y monitor"
"MXIM-AV-1-13-46-8","Usos reservados para consulta in situ","","Español","","Inglés","DVD","1 dvd","","Color","","NTSC","","Reproductor DVD y monitor"
"MXIM-AV-1-13-46-9","Usos reservados para consulta in situ","","","","","DVD","1 dvd","","Color","","NTSC","","Reproductor DVD y monitor"
"MXIM-AV-1-13-47","Usos reservados para consulta in situ","","Portugués","","Ingles, francés","DVD","1 dvd","","Color","","NTSC","","Reproductor DVD y monitor"
"MXIM-AV-1-13-48","Usos reservados para consulta in situ","","Español","","","DVD","1 dvd","Portada serigrafiada","Color","","","",""
"MXIM-AV-1-13-49","Usos reservados para consulta in situ","","Español","","","DVD","1 dvd","Portada serigrafiada","Color","","","",""
"MXIM-AV-1-13-5","Usos reservados para consulta in situ","","Español, lenguaje de señas","","","DVD","2 dvd","Copia de producción","Color","","NTSC","","Reproductor DVD y monitor de TV"
"MXIM-AV-1-13-6","Usos reservados para consulta in situ","","Español, lenguaje de señas","","","DVD","2 dvd","Copia de producción","Color","","NTSC","","Reproductor DVD y monitor de TV"
"MXIM-AV-1-13-7","Usos reservados para consulta in situ","","Español, lenguaje de señas","","","DVD","2 dvd","Copia de producción","Color","","NTSC","","Reproductor DVD y monitor de TV"
"MXIM-AV-1-13-8","Usos reservados para consulta in situ","","Español, lenguaje de señas","","","DVD","2 dvd","Copias de producción","Color","","NTSC","","Reproductor DVD y monitor de TV"
"MXIM-AV-1-13-9","Usos reservados para consulta in situ","","Español, lenguaje de señas","","","DVD","2 dvd","Copias de producción","Color","","NTSC","","Reproductor DVD y monitor de TV"
"MXIM-AV-1-11-220","Usos reservados para consulta in situ","","Italiano","Español","","","1","VHS","","","","","Videocassetera"
"MXIM-AV-1-11-221","Usos reservados para consulta in situ","","Español","","","VHS","1 dvd","","Color","","","",""
"MXIM-AV-1-12-188","Usos reservados para consulta in situ","","","","","DVD","","","","","","",""
"MXIM-AV-1-11-222","Usos reservados para consulta in situ","Inglés","Español","","","","1","DVD","Color","","","","Reproductor DVD y monitor"
